Fiscal Year,Fund Code,Division Code,Department Code,Costing Center Acct. Reference,Division Name,Department Name,Costing Center Name,GL Account Number,GL Account Name, Adopted Budget 
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,CAC Services 2024 FS,53010,Program / Activity Supplies, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2027 FSA,41300,State Grants - Operating, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2027 FS,50260,Defined Benefit Plan, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2024 FS,52615,Mileage, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2027 FS,53605,Office Supplies, $ -   
2026,10,30,30.250,999,Division of Family Services,Child Advocacy Center,Child Advocacy Center FS,52765,Printing," $ 2,500.00 "
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,CAC Services 2024 FS,52405,Telephone - Wireless, $ -   
2026,10,30,30.250,999,Division of Family Services,Child Advocacy Center,Child Advocacy Center FS,50290,Worker's Compensation," $ 3,156.00 "
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2025 FSA,41300,State Grants - Operating, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Getting Ahead 2025 - FSA,41300,State Grants - Operating, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2026 FSA,41300,State Grants - Operating," $ 85,706.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2026 FS,48201,Trans from General Fund," $ 11,373.00 "
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2025 FSA,52765,Printing, $ -   
2026,10,30,30.235,999,Division of Family Services,Family Partnership,Family Partnership FS,53215,Computer Hardware / Software, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2026 FS,50280,Unemployment Contributions, $ 90.00 
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2026 FS,53315,Fleet Fuel," $ 2,800.00 "
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2026 FS,50290,Worker's Compensation," $ 1,157.00 "
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2027 FS,50260,Defined Benefit Plan, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2026 FS,52405,Telephone - Wireless," $ 5,700.00 "
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Getting Ahead 2025 - FSA,54401,Subgrants, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,MFN Supplemental,55201,Capital - Furniture / Equipmen, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,EN SSC FY25,41300,State Grants - Operating, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Community Foundation 2023 FS,50101,Salary & Wages, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2025 FS,50250,Social Security / Medicare, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2025 FS,41300,State Grants - Operating, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2026 FS,41300,State Grants - Operating," $ 228,279.00 "
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2027 FSA,50239,Family Medical Leave Insurance, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2025 FS,48201,Trans from General Fund, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2025 FS,53010,Program / Activity Supplies, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2025 FSA,50260,Defined Benefit Plan, $ -   
2026,10,30,30.235,999,Division of Family Services,Family Partnership,Family Partnership FS,50160,Overtime, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Healthy Families 2024 FSA,47201,Budgeted Fund Balance, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Youth Connections FY24-FP FS,50280,Unemployment Contributions, $ -   
2026,10,30,30.235,615,Division of Family Services,Family Partnership,Non-Parenting Youth,52405,Telephone - Wireless, $ 528.00 
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2025 FS,50250,Social Security / Medicare, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,ENOUGH 2025,50101,Salary & Wages, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2024 FS,53315,Fleet Fuel, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,LMB Administration 2024 FS,50260,Defined Benefit Plan, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,Youth Connections FY24 FS,48201,Trans from General Fund, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,Getting Ahead 2025,54401,Subgrants, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2026 FS,50201,Health Insurance Contributions," $ 28,907.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2024 FS,52405,Telephone - Wireless, $ -   
2026,10,30,30.235,999,Division of Family Services,Family Partnership,Family Partnership FS,50301,Life Insurance," $ 1,259.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,MFN Supplemental,53010,Program / Activity Supplies, $ -   
2026,10,30,30.235,999,Division of Family Services,Family Partnership,Family Partnership FS,45550,Contributions & Donations, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2025 FS,52235,Fleet Charges, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2025 FSA,50301,Life Insurance, $ -   
2026,10,30,30.245,999,Division of Family Services,Office For Children & Family,Children & Family FS,51195,Interpreter - Foreign Language, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2026 FS,50250,Social Security / Medicare," $ 68,543.00 "
2026,10,30,30.250,999,Division of Family Services,Child Advocacy Center,Child Advocacy Center FS,53605,Office Supplies," $ 2,600.00 "
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,Local Care Team 2024 FS,50260,Defined Benefit Plan, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2025 FSA,50101,Salary & Wages, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2025 FSA,50201,Health Insurance Contributions, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2027 FS,50260,Defined Benefit Plan, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2025 FS,50101,Salary & Wages, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,LMB Administration 2024 FS,52765,Printing, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Youth Connections FY24-FP FS,50290,Worker's Compensation, $ -   
2026,10,30,30.250,999,Division of Family Services,Child Advocacy Center,Child Advocacy Center FS,53010,Program / Activity Supplies," $ 3,000.00 "
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2026 FS,58001,In-Kind Salaries - Grants," $ 60,590.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,GED Youth FY26-FP,50301,Life Insurance, $ 64.00 
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2026 FSA,58001,In-Kind Salaries - Grants," $ 103,743.00 "
2026,10,30,30.235,999,Division of Family Services,Family Partnership,Family Partnership FS,50239,Family Medical Leave Insurance, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2025 FS,41300,State Grants - Operating, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2026 FSA,50301,Life Insurance, $ 149.00 
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2027 FSA,41300,State Grants - Operating, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2025 FSA,50301,Life Insurance, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2027 FS,52235,Fleet Charges, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,ENOUGH 2025,41300,State Grants - Operating, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2025 FSA,50225,OPEB, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2024 FS,50201,Health Insurance Contributions, $ -   
2026,10,30,30.235,615,Division of Family Services,Family Partnership,Non-Parenting Youth,53010,Program / Activity Supplies," $ 5,409.00 "
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2027 FSA,52765,Printing, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2024 FS,52701,Contracted Services, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,EN CENTRO FY25,41300,State Grants - Operating, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2024 FS,48201,Trans from General Fund, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2024 FS,52705,Supportive Services, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2024 FS,55201,Capital - Furniture / Equipmen, $ -   
2026,10,30,30.225,999,Division of Family Services,Family Services Admin,Family Services Admin,52601,Travel / Training," $ 11,050.00 "
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2025 FSA,50250,Social Security / Medicare, $ -   
2026,10,30,30.235,999,Division of Family Services,Family Partnership,Family Partnership FS,53230,NonCapital Furniture / Equipment, $ -   
2026,10,30,30.250,999,Division of Family Services,Child Advocacy Center,Child Advocacy Center FS,50280,Unemployment Contributions, $ 240.00 
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2027 FS,52701,Contracted Services, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2025 FS,53505,Food, $ -   
2026,10,30,30.235,615,Division of Family Services,Family Partnership,Non-Parenting Youth,50160,Overtime, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2024 FS,53010,Program / Activity Supplies, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Community Foundation 2023 FS,50280,Unemployment Contributions, $ -   
2026,10,30,30.235,615,Division of Family Services,Family Partnership,Non-Parenting Youth,52640,Client Training," $ 3,000.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2025 FS,50250,Social Security / Medicare, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Youth Connections FY25 FSA,41300,State Grants - Operating, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2023 FS,48205,Trans from Gen Fund-Subsqt Yrs, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,GED Youth FY26-FP,50250,Social Security / Medicare," $ 1,545.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2025 FS,52401,Telephone, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2027 FS,50240,Dental Insurance Contributions, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,LMB Administration 2024 FS,50301,Life Insurance, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2024 FS,53605,Office Supplies, $ -   
2026,10,30,30.235,615,Division of Family Services,Family Partnership,Non-Parenting Youth,52401,Telephone, $ 360.00 
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2024 FS,50290,Worker's Compensation, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2025 FSA,50250,Social Security / Medicare, $ -   
2026,10,30,30.225,999,Division of Family Services,Family Services Admin,Family Services Admin,50280,Unemployment Contributions, $ 155.00 
2026,22,30,30.235,999,Division of Family Services,Family Partnership,MFN Supplemental FY25,53230,NonCapital Furniture / Equipment, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,EN AAC FY25,41300,State Grants - Operating, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2025 FSA,50240,Dental Insurance Contributions, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,GED Youth FY27-FP,50239,Family Medical Leave Insurance, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2023 FS,50290,Worker's Compensation, $ -   
2026,10,30,30.225,999,Division of Family Services,Family Services Admin,Family Services Admin,50201,Health Insurance Contributions," $ 58,711.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2024 FS,48201,Trans from General Fund, $ -   
2026,10,30,30.225,999,Division of Family Services,Family Services Admin,Family Services Admin,53215,Computer Hardware / Software, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,MFN Supplemental,41300,State Grants - Operating, $ -   
2026,10,30,30.225,999,Division of Family Services,Family Services Admin,Family Services Admin,53605,Office Supplies," $ 2,140.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2027 FS,50239,Family Medical Leave Insurance, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,ENOUGH 2025,58001,In-Kind Salaries - Grants, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2025 FSA,58001,In-Kind Salaries - Grants, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2025 FSA,53605,Office Supplies, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2027 FS,52401,Telephone, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Community Foundation 2023 FS,50290,Worker's Compensation, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,GED Youth FY25-FP,50225,OPEB, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2024 FS,50240,Dental Insurance Contributions, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,CAC Services 2025 FS,52755,Dues / Subscriptions, $ -   
2026,10,30,30.245,999,Division of Family Services,Office For Children & Family,Children & Family FS,53605,Office Supplies, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,Healthy Families 2024 FS,54401,Subgrants, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2026 FS,54090,Event Expense," $ 2,000.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2025 FS,52701,Contracted Services, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2026 FSA,50290,Worker's Compensation, $ 33.00 
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,Family Coaching FY24 FS,41300,State Grants - Operating, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2024 FS,53605,Office Supplies, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2025 FSA,50290,Worker's Compensation, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2024 FS,41300,State Grants - Operating, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2025 FSA,52405,Telephone - Wireless, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,New Horizons FY26 FSA,41300,State Grants - Operating," $ 107,000.00 "
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,LMB Administration 2024 FS,52701,Contracted Services, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,ENOUGH 2025,53230,NonCapital Furniture / Equipment, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Youth Connections FY24-FP FS,52701,Contracted Services, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,GED Youth FY26-FP,50201,Health Insurance Contributions," $ 10,118.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2025 FS,50201,Health Insurance Contributions, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,GED Youth FY25-FP,50101,Salary & Wages, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,CAC Services 2026 FS,52701,Contracted Services," $ 9,496.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2026 FS,53010,Program / Activity Supplies," $ 9,146.00 "
2026,10,30,30.225,999,Division of Family Services,Family Services Admin,Family Services Admin,52615,Mileage," $ 1,791.00 "
2026,10,30,30.250,999,Division of Family Services,Child Advocacy Center,Child Advocacy Center FS,45550,Contributions & Donations, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2026 FS,54090,Event Expense," $ 4,500.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,GED Youth FY26-FP,50290,Worker's Compensation, $ 43.00 
2026,10,30,30.235,999,Division of Family Services,Family Partnership,Family Partnership FS,53605,Office Supplies, $ 600.00 
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2026 FS,50280,Unemployment Contributions, $ 45.00 
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2024 FS,50240,Dental Insurance Contributions, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,ENOUGH 2025,52405,Telephone - Wireless, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2025 FSA,52601,Travel / Training, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Youth Connections FY24-FP FS,50160,Overtime, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2024 FS,50301,Life Insurance, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2026 FSA,50280,Unemployment Contributions, $ 55.00 
2026,22,30,30.235,999,Division of Family Services,Family Partnership,GED Youth FY26-FP,50240,Dental Insurance Contributions, $ 21.00 
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2026 FS,50280,Unemployment Contributions, $ 30.00 
2026,10,30,30.225,999,Division of Family Services,Family Services Admin,Family Services Admin,53010,Program / Activity Supplies, $ 200.00 
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2026 FS,52790,Client Services, $ 500.00 
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,ENOUGH 2025,50250,Social Security / Medicare, $ -   
2026,10,30,30.235,999,Division of Family Services,Family Partnership,Family Partnership FS,54110,Misc Operating Expense," $ 1,000.00 "
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2027 FSA,50250,Social Security / Medicare, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,GED Youth FY25-FP,50260,Defined Benefit Plan, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2027 FS,52310,Vehicle / Equip Insurance, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,EN AAC FY25,58001,In-Kind Salaries - Grants, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2026 FS,53315,Fleet Fuel," $ 8,552.00 "
2026,10,30,30.235,615,Division of Family Services,Family Partnership,Non-Parenting Youth,50250,Social Security / Medicare," $ 9,157.00 "
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Family Coaching FY26 FSA,41300,State Grants - Operating," $ 98,000.00 "
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,ENOUGH 2025,50280,Unemployment Contributions, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,LMB Administration 2024 FS,52601,Travel / Training, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2027 FS,50250,Social Security / Medicare, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,Family Coaching FY24 FS,48201,Trans from General Fund, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,CAC Services 2026 FS,52601,Travel / Training," $ 8,076.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2027 FS,50239,Family Medical Leave Insurance, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2024 FS,50301,Life Insurance, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,Getting Ahead 2024,41300,State Grants - Operating, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2027 FS,50290,Worker's Compensation, $ -   
2026,10,30,30.245,999,Division of Family Services,Office For Children & Family,Children & Family FS,52425,Marketing, $ -   
2026,10,30,30.245,999,Division of Family Services,Office For Children & Family,Children & Family FS,50290,Worker's Compensation, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2026 FSA,50301,Life Insurance, $ 313.00 
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2024 FS,53230,NonCapital Furniture / Equipment, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2027 FS,50301,Life Insurance, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2025 FS,53315,Fleet Fuel, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2025 FS,54110,Misc Operating Expense, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2027 FS,52401,Telephone, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,CAC Services 2025 FS,52405,Telephone - Wireless, $ -   
2026,10,30,30.225,999,Division of Family Services,Family Services Admin,Family Services Admin,52755,Dues / Subscriptions," $ 1,340.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2027 FS,48201,Trans from General Fund, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2027 FS,52615,Mileage, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2027 FS,50250,Social Security / Medicare, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Healthy Families 2026 FSA,54401,Subgrants," $ 338,000.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2026 FS,50260,Defined Benefit Plan," $ 8,332.00 "
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2025 FS,50225,OPEB, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Youth Connections FY24-FP FS,52755,Dues / Subscriptions, $ -   
2026,10,30,30.245,999,Division of Family Services,Office For Children & Family,Children & Family FS,52601,Travel / Training, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2027 FS,48201,Trans from General Fund, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2026 FSA,53605,Office Supplies, $ 269.00 
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2027 FS,50301,Life Insurance, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2027 FSA,52755,Dues / Subscriptions, $ -   
2026,10,30,30.235,999,Division of Family Services,Family Partnership,Family Partnership FS,50240,Dental Insurance Contributions, $ 300.00 
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Youth Connections FY24-FP FS,50101,Salary & Wages, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2025 FS,52701,Contracted Services, $ -   
2026,10,30,30.235,999,Division of Family Services,Family Partnership,Family Partnership FS,52405,Telephone - Wireless, $ 500.00 
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2025 FS,52310,Vehicle / Equip Insurance, $ -   
2026,10,30,30.245,999,Division of Family Services,Office For Children & Family,Children & Family FS,50101,Salary & Wages, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,Local Care Team 2024 FS,50290,Worker's Compensation, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,Local Care Team 2024 FS,50101,Salary & Wages, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2026 FSA,50101,Salary & Wages," $ 46,911.00 "
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2025 FS,50280,Unemployment Contributions, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2024 FS,53215,Computer Hardware / Software, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2024 FS,50225,OPEB, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,CF- FY23 Impact Grant,47095,Miscellaneous Revenues, $ -   
2026,10,30,30.225,999,Division of Family Services,Family Services Admin,Family Services Admin,50225,OPEB, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2025 FSA,52701,Contracted Services, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2026 FS,53605,Office Supplies, $ 500.00 
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2024 FS,50201,Health Insurance Contributions, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,LMB Administration 2024 FS,58001,In-Kind Salaries - Grants, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2027 FSA,50101,Salary & Wages, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,CAC Services 2026 FS,41300,State Grants - Operating," $ 26,000.00 "
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2023 FS,47201,Budgeted Fund Balance, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2027 FS,50250,Social Security / Medicare, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2025 FS,50280,Unemployment Contributions, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2027 FSA,48201,Trans from General Fund, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2025 FS,50260,Defined Benefit Plan, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2024 FS,52615,Mileage, $ -   
2026,10,30,30.235,615,Division of Family Services,Family Partnership,Non-Parenting Youth,50240,Dental Insurance Contributions, $ 111.00 
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2026 FSA,53605,Office Supplies," $ 1,037.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2024 FS,52701,Contracted Services, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,Local Care Team 2024 FS,50240,Dental Insurance Contributions, $ -   
2026,10,30,30.225,999,Division of Family Services,Family Services Admin,Family Services Admin,51195,Interpreter - Foreign Language," $ 2,000.00 "
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,Family Coaching FY24 FS,54401,Subgrants, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2024 FS,50250,Social Security / Medicare, $ -   
2026,10,30,30.235,615,Division of Family Services,Family Partnership,Non-Parenting Youth,50290,Worker's Compensation, $ 111.00 
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,UWG EN FY25,41300,State Grants - Operating, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2027 FS,50201,Health Insurance Contributions, $ -   
2026,10,30,30.250,999,Division of Family Services,Child Advocacy Center,Child Advocacy Center FS,52701,Contracted Services, $ -   
2026,10,30,30.250,999,Division of Family Services,Child Advocacy Center,Child Advocacy Center FS,52425,Marketing," $ 1,500.00 "
2026,10,30,30.250,999,Division of Family Services,Child Advocacy Center,Child Advocacy Center FS,52401,Telephone," $ 4,320.00 "
